bp,w/f,sm,a/w,d/w,ir,hits,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,age,height,weight,value,wage,attacking,crossing,finishing,heading accuracy,short passing,volleys,skill,dribbling,curve,fk accuracy,long passing,ball control,movement,acceleration,sprint speed,agility,reactions,balance,power,shot power,jumping,stamina,strength,long shots,mentality,aggression,interceptions,positioning,vision,penalties,composure,defending,marking,standing tackle,sliding tackle,goalkeeping,gk diving,gk handling,gk kicking,gk positioning,gk reflexes,total stats,base stats,pac,sho,pas,dri,def,phy,ova
RM,3,3,2,2,1,4,58,58,58,60,59,59,59,60,59,59,59,60,52,52,52,60,43,39,39,39,43,40,33,33,33,40,14,19,6.1,179.0,325000,2000,274,58,55,51,58,52.0,281,64,57.0,54,43,63,336,68,69,70.0,53,76.0,302,56,67.0,63,66,50,199,27,13.0,55.0,59.0,45,48.0,49,25,11,13.0,44,8,11,9,9,7,1485,321,69,54,56,64,20,58,59
LB,3,2,0,2,1,282,55,55,55,64,60,60,60,64,61,61,61,66,62,62,62,66,70,65,65,65,70,70,64,64,64,70,13,21,5.1,159.0,65000000,8000,265,78,30,57,67,33.0,293,68,52.0,39,62,72,355,78,75,64.0,68,70.0,246,36,58.0,68,49,35,279,56,62.0,68.0,44.0,49,67.0,209,68,72,69.0,37,6,9,11,6,5,1684,365,76,35,62,69,67,56,72
LB,2,2,0,2,1,3,48,48,48,50,49,49,49,50,49,49,49,52,50,50,50,52,58,55,55,55,58,59,58,58,58,59,15,22,5.9,174.0,300000,500,243,55,33,60,56,39.0,207,47,37.0,31,36,56,313,66,62,55.0,60,70.0,254,37,62.0,64,59,32,229,47,56.0,40.0,46.0,40,42.0,178,52,66,60.0,52,13,12,13,6,8,1476,317,64,35,49,52,59,58,61
CB,3,2,2,2,1,3,51,51,51,47,48,48,48,47,48,48,48,49,52,52,52,49,58,62,62,62,58,60,66,66,66,60,16,31,6.2,181.0,475000,3000,226,32,41,64,63,26.0,210,43,28.0,25,58,56,274,55,70,48.0,60,41.0,307,53,70.0,63,83,38,229,64,63.0,30.0,30.0,42,50.0,194,64,66,64.0,49,10,12,6,7,14,1489,337,63,42,46,48,64,74,66
CDM,3,2,2,0,1,7,49,49,49,51,52,52,52,51,54,54,54,54,58,58,58,54,59,62,62,62,59,60,61,61,61,60,15,17,5.9,143.0,675000,500,222,39,40,51,64,28.0,232,48,36.0,32,55,61,281,57,58,51.0,63,52.0,265,38,60.0,70,64,33,253,57,58.0,40.0,61.0,37,44.0,193,60,69,64.0,46,6,11,11,12,6,1492,328,58,37,54,53,62,64,63
CDM,4,3,0,0,1,6,62,62,62,65,64,64,64,65,65,65,65,65,65,65,65,65,66,65,65,65,66,65,62,62,62,65,18,33,5.9,154.0,325000,1000,291,64,62,42,65,58.0,325,63,68.0,66,64,64,359,71,70,76.0,66,76.0,347,65,73.0,77,68,64,312,60,68.0,63.0,65.0,56,63.0,183,60,62,61.0,60,16,6,10,15,13,1877,393,70,63,65,65,61,69,66
RW,3,4,2,1,1,13,67,67,67,75,73,73,73,75,74,74,74,74,69,69,69,74,61,57,57,57,61,58,47,47,47,58,16,27,5.5,134.0,7000000,3000,305,72,70,43,72,48.0,360,80,72.0,66,68,74,410,83,80,86.0,71,90.0,305,70,61.0,70,33,71,294,49,36.0,69.0,72.0,68,71.0,129,38,50,41.0,45,7,10,7,13,8,1848,389,81,69,71,79,42,47,75
RWB,4,4,0,0,1,173,67,67,67,73,71,71,71,73,71,71,71,74,70,70,70,74,76,70,70,70,76,74,67,67,67,74,16,23,5.8,159.0,95000000,17000,290,74,56,42,69,49.0,317,75,63.0,41,63,75,427,94,94,86.0,73,80.0,369,72,93.0,89,59,56,330,66,69.0,71.0,63.0,61,68.0,211,68,72,71.0,46,9,5,13,9,10,1990,433,94,60,66,76,67,70,76
RM,2,3,2,1,1,4,60,60,60,61,60,60,60,61,60,60,60,62,60,60,60,62,58,56,56,56,58,57,53,53,53,57,15,27,6.0,161.0,375000,950,273,62,53,52,62,44.0,296,59,57.0,58,61,61,338,70,75,69.0,55,69.0,324,68,50.0,72,76,58,284,58,54.0,60.0,59.0,53,57.0,133,27,54,52.0,54,10,8,14,8,14,1702,368,73,57,61,61,46,70,63
LM,3,3,0,0,2,33,75,75,75,76,76,76,76,76,76,76,76,77,77,77,77,77,78,77,77,77,78,77,75,75,75,77,16,34,6.0,172.0,5000000,56000,359,80,66,70,78,65.0,371,80,76.0,61,78,76,377,74,79,70.0,78,76.0,389,84,69.0,89,71,76,357,78,74.0,78.0,72.0,55,74.0,227,73,78,76.0,46,5,12,14,10,5,2126,455,77,72,76,78,75,77,78
LW,3,4,2,1,1,149,66,66,66,73,71,71,71,73,71,71,71,71,62,62,62,71,54,48,48,48,54,50,40,40,40,50,16,22,5.7,141.0,44000000,14000,310,65,68,46,66,65.0,309,81,63.0,38,50,77,409,84,78,91.0,66,90.0,290,66,64.0,61,34,65,276,68,28.0,67.0,64.0,49,65.0,80,30,21,29.0,49,13,10,7,13,6,1723,366,81,66,61,81,28,49,72
CDM,3,2,2,2,1,5,62,62,62,61,62,62,62,61,64,64,64,63,68,68,68,63,65,70,70,70,65,65,68,68,68,65,18,33,6.0,181.0,12000000,6000,297,61,49,58,72,57.0,318,58,58.0,65,68,69,290,55,42,62.0,71,60.0,358,80,65.0,72,82,59,345,75,75.0,57.0,72.0,66,74.0,193,68,66,59.0,51,12,15,6,8,10,1852,381,48,59,68,62,67,77,71
GK,2,1,2,2,1,3,29,29,29,26,27,27,27,26,25,25,25,26,24,24,24,26,27,25,25,25,27,27,27,27,27,27,66,23,6.2,161.0,875000,2000,93,16,16,18,31,12.0,94,14,20.0,19,18,23,234,48,49,34.0,60,43.0,211,44,65.0,31,59,12,93,22,18.0,16.0,17.0,20,34.0,51,16,15,20.0,327,67,66,59,64,71,1103,376,67,66,59,71,49,64,67
CAM,2,3,0,2,1,90,67,67,67,71,70,70,70,71,72,72,72,71,72,72,72,71,67,68,68,68,67,66,63,63,63,66,18,21,6.0,165.0,48000000,22000,306,65,65,44,75,57.0,323,73,64.0,39,74,73,356,69,76,72.0,71,68.0,345,73,46.0,74,78,74,313,65,55.0,64.0,74.0,55,65.0,188,63,65,60.0,56,11,13,8,10,14,1887,416,73,67,70,73,60,73,72
CDM,3,2,2,2,1,7,62,62,62,63,63,63,63,63,65,65,65,65,67,67,67,65,67,69,69,69,67,66,67,67,67,66,18,28,6.1,163.0,18000000,7000,289,53,47,62,71,56.0,300,65,47.0,48,70,70,324,67,67,69.0,68,53.0,351,64,76.0,80,74,57,306,67,66.0,57.0,64.0,52,65.0,195,66,67,62.0,55,14,14,8,8,11,1820,391,67,54,64,66,66,74,70
CB,4,2,1,2,1,4,58,58,58,55,56,56,56,55,57,57,57,56,60,60,60,56,60,64,64,64,60,61,65,65,65,61,18,28,6.0,161.0,525000,2000,281,46,52,67,66,50.0,280,54,54.0,51,62,59,294,63,44,60.0,60,67.0,345,67,75.0,75,70,58,297,80,60.0,47.0,51.0,59,62.0,188,60,65,63.0,64,16,8,11,14,15,1749,360,53,56,57,57,63,74,65
ST,4,3,2,2,1,68,60,60,60,59,59,59,59,59,57,57,57,57,50,50,50,57,42,38,38,38,42,40,35,35,35,40,18,19,5.9,168.0,450000,4000,262,43,64,57,50,48.0,248,57,52.0,40,40,59,351,77,74,71.0,55,74.0,296,63,62.0,58,60,53,236,40,21.0,58.0,57.0,60,58.0,52,20,15,17.0,62,12,13,9,13,15,1507,321,75,60,48,60,22,56,60
CAM,4,3,0,2,1,23,67,67,67,69,70,70,70,69,71,71,71,69,70,70,70,69,63,65,65,65,63,61,58,58,58,61,18,28,5.9,161.0,18000000,5000,315,60,68,51,76,60.0,342,73,65.0,65,66,73,355,63,62,83.0,69,78.0,328,71,54.0,78,58,67,327,68,59.0,69.0,69.0,62,72.0,155,54,58,43.0,54,8,11,7,15,13,1876,393,62,68,69,74,55,65,70
ST,3,3,2,2,1,60,68,68,68,66,69,69,69,66,67,67,67,64,61,61,61,64,48,49,49,49,48,46,43,43,43,46,16,18,5.9,154.0,16000000,4000,291,33,77,55,67,59.0,264,74,34.0,28,58,70,344,69,73,59.0,68,75.0,315,70,66.0,50,55,74,262,44,46.0,62.0,55.0,55,48.0,74,43,15,16.0,47,8,10,7,12,10,1597,353,71,72,53,71,34,52,68
CB,3,2,2,2,1,18,50,50,50,42,46,46,46,42,47,47,47,45,55,55,55,45,55,65,65,65,55,57,68,68,68,57,16,24,6.7,209.0,1000000,4000,239,27,38,77,61,36.0,224,38,31.0,32,65,58,189,31,31,37.0,60,30.0,284,59,31.0,61,95,38,253,71,70.0,33.0,45.0,34,67.0,195,68,65,62.0,56,10,9,13,12,12,1440,314,31,42,49,45,68,79,68
ST,3,2,0,2,1,9,59,59,59,57,59,59,59,57,59,59,59,57,57,57,57,57,49,50,50,50,49,48,47,47,47,48,14,20,5.1,150.0,300000,4000,279,40,60,65,65,49.0,264,62,47.0,41,52,62,305,54,59,60.0,59,73.0,290,55,60.0,60,58,57,259,50,35.0,53.0,52.0,69,51.0,107,25,45,37.0,44,14,10,10,5,5,1548,325,57,58,53,62,38,57,59
CM,3,2,2,2,1,4,60,60,60,59,61,61,61,59,62,62,62,61,65,65,65,61,61,65,65,65,61,60,62,62,62,60,16,23,6.4,190.0,800000,2000,250,43,50,46,68,43.0,299,61,44.0,58,72,64,308,61,65,64.0,62,56.0,350,74,61.0,74,80,61,292,69,63.0,55.0,64.0,41,60.0,173,63,57,53.0,55,12,12,13,7,11,1727,376,63,56,61,62,59,75,66
CB,4,2,2,2,1,7,59,59,59,59,60,60,60,59,60,60,60,61,60,60,60,61,62,62,62,62,62,63,64,64,64,63,19,29,6.1,187.0,375000,2000,266,50,47,62,64,43.0,285,59,50.0,56,63,57,336,80,84,52.0,64,56.0,329,63,80.0,60,78,48,297,64,62.0,52.0,60.0,59,58.0,184,61,62,61.0,69,14,15,15,12,13,1766,383,82,51,59,58,62,71,64
ST,2,2,0,1,1,3,62,62,62,57,59,59,59,57,56,56,56,55,48,48,48,55,40,36,36,36,40,38,34,34,34,38,15,26,6.0,154.0,375000,2000,260,31,64,60,50,55.0,216,60,41.0,29,29,57,328,73,67,62.0,61,65.0,302,65,59.0,59,59,60,220,32,18.0,63.0,42.0,65,61.0,49,15,21,13.0,50,11,6,14,5,14,1425,309,70,63,40,60,22,54,62
ST,3,2,0,1,1,68,75,75,75,67,71,71,71,67,67,67,67,66,60,60,60,66,47,47,47,47,47,45,45,45,45,45,17,25,6.2,185.0,85000000,15000,338,44,83,81,63,67.0,303,66,56.0,60,48,73,304,63,69,59.0,69,44.0,387,77,80.0,72,90,68,276,46,23.0,79.0,60.0,68,68.0,61,25,15,21.0,54,16,7,15,8,8,1723,368,66,77,56,66,27,76,75
LB,3,2,0,2,1,10,60,60,60,63,61,61,61,63,61,61,61,64,62,62,62,64,67,65,65,65,67,67,65,65,65,67,17,25,6.1,163.0,11000000,6000,285,72,37,58,66,52.0,345,64,74.0,79,61,67,332,78,66,62.0,66,60.0,342,74,68.0,70,70,60,285,68,64.0,62.0,48.0,43,60.0,196,64,68,64.0,55,14,10,12,8,11,1840,386,71,51,64,65,65,70,69
CAM,3,3,0,2,1,23,67,67,67,70,69,69,69,70,69,69,69,68,65,65,65,68,61,59,59,59,61,60,57,57,57,60,18,23,5.9,165.0,24000000,22000,306,67,68,51,64,56.0,306,74,54.0,55,53,70,373,74,70,78.0,67,84.0,308,70,52.0,56,62,68,322,75,51.0,69.0,72.0,55,62.0,158,48,58,52.0,60,7,8,15,15,15,1833,391,72,67,64,73,52,63,70
CDM,4,3,2,2,2,3,67,67,67,67,68,68,68,67,70,70,70,67,73,73,73,67,69,73,73,73,69,69,71,71,71,69,18,33,5.1,163.0,27000000,9000,337,70,59,68,75,65.0,352,70,62.0,72,76,72,304,48,32,71.0,82,71.0,364,77,78.0,67,65,77,348,65,75.0,68.0,74.0,66,81.0,218,76,71,71.0,56,12,16,15,7,6,1979,389,39,67,73,71,73,66,74
RB,2,3,0,2,1,4,66,66,66,71,70,70,70,71,71,71,71,72,72,72,72,72,73,72,72,72,73,72,69,69,69,72,18,27,5.9,157.0,55000000,500,299,76,48,58,73,44.0,362,75,71.0,70,73,73,368,75,73,74.0,70,76.0,377,80,80.0,76,70,71,347,65,72.0,67.0,76.0,67,73.0,209,69,70,70.0,56,12,14,9,8,13,2018,423,74,61,74,74,69,71,74
CB,3,2,2,0,3,208,62,62,62,58,60,60,60,58,61,61,61,61,67,67,67,61,73,79,79,79,73,75,84,84,84,75,16,34,6.2,172.0,145000000,56000,305,52,42,85,79,47.0,295,53,49.0,49,70,74,298,59,55,57.0,74,53.0,346,67,89.0,62,85,43,322,85,87.0,48.0,52.0,50,80.0,260,90,86,84.0,49,6,8,15,5,15,1875,396,57,48,64,61,87,79,85
GK,2,1,2,2,1,8,24,24,24,27,28,28,28,27,29,29,29,29,28,28,28,29,24,25,25,25,24,24,22,22,22,24,59,20,6.4,183.0,240000,500,67,15,10,9,25,8.0,91,19,13.0,9,25,25,223,50,50,28.0,52,43.0,184,42,63.0,29,41,9,126,24,14.0,9.0,58.0,21,32.0,42,13,15,14.0,296,60,61,56,58,61,1029,346,60,61,56,61,50,58,60
CB,4,2,2,2,1,8,55,55,55,56,55,55,55,56,55,55,55,57,55,55,55,57,59,58,58,58,59,59,60,60,60,59,17,26,6.0,165.0,275000,3000,257,57,46,58,55,41.0,245,55,44.0,35,53,58,321,65,67,69.0,56,64.0,302,56,69.0,66,70,41,269,58,57.0,54.0,52.0,48,57.0,177,59,59,59.0,61,15,7,15,12,12,1632,350,66,47,53,58,59,67,61
LM,3,3,2,2,1,7,61,61,61,65,63,63,63,65,64,64,64,65,58,58,58,65,51,48,48,48,51,47,41,41,41,47,18,23,5.6,161.0,725000,3000,291,63,62,43,65,58.0,296,68,56.0,47,58,67,361,76,78,69.0,54,84.0,286,61,32.0,63,71,59,219,42,22.0,54.0,61.0,40,66.0,93,55,18,20.0,71,14,15,16,14,12,1617,360,77,60,61,68,33,61,65
RB,3,2,0,0,1,5,60,60,60,66,63,63,63,66,65,65,65,67,66,66,66,67,70,68,68,68,70,70,68,68,68,70,17,25,6.0,170.0,34000000,500,294,72,44,62,68,48.0,294,68,51.0,45,61,69,367,74,72,75.0,69,77.0,317,51,75.0,75,69,47,306,67,68.0,63.0,64.0,44,69.0,205,67,69,69.0,52,10,9,9,13,11,1835,393,73,47,65,70,68,70,72
LWB,3,3,2,2,1,36,56,56,56,59,57,57,57,59,58,58,58,61,59,59,59,61,63,61,61,61,63,62,61,61,61,62,15,23,6.2,161.0,550000,3000,268,66,42,57,62,41.0,298,62,67.0,48,59,62,312,69,70,57.0,58,58.0,297,53,69.0,64,67,44,274,57,61.0,55.0,55.0,46,58.0,183,60,62,61.0,45,6,11,8,11,9,1677,362,70,45,61,61,61,64,64
CAM,4,3,0,2,1,16,66,66,66,68,68,68,68,68,69,69,69,69,68,68,68,69,62,62,62,62,62,60,55,55,55,60,18,23,5.11,165.0,12000000,4000,323,64,61,60,71,67.0,329,65,67.0,58,70,69,360,70,72,78.0,69,71.0,343,66,51.0,87,66,73,308,66,55.0,67.0,70.0,50,67.0,134,45,44,45.0,55,11,10,7,13,14,1852,390,71,64,68,68,48,71,68
RB,4,2,0,0,1,5,43,43,43,50,47,47,47,50,49,49,49,51,49,49,49,51,54,52,52,52,54,54,51,51,51,54,17,18,5.9,143.0,170000,500,173,45,21,36,49,22.0,227,51,47.0,34,45,50,340,76,74,72.0,52,66.0,247,27,63.0,68,60,29,234,52,54.0,49.0,46.0,33,50.0,151,50,52,49.0,65,14,12,14,15,10,1437,312,75,26,46,54,50,61,56
LB,2,2,0,2,1,5,56,56,56,59,58,58,58,59,59,59,59,61,60,60,60,61,64,63,63,63,64,64,63,63,63,64,15,28,6.0,170.0,550000,4000,252,52,37,54,64,45.0,290,61,54.0,55,58,62,355,81,81,72.0,56,65.0,326,61,72.0,75,70,48,285,67,64.0,54.0,54.0,46,55.0,188,61,64,63.0,52,8,12,16,10,6,1748,380,81,46,58,62,62,71,66
LB,3,2,2,2,1,4,44,44,44,53,49,49,49,53,53,53,53,56,55,55,55,56,62,60,60,60,62,61,61,61,61,61,17,28,5.7,157.0,325000,2000,219,60,21,45,61,32.0,240,65,25.0,38,54,58,344,69,60,72.0,61,82.0,253,23,64.0,66,71,29,250,61,62.0,34.0,47.0,46,55.0,184,56,63,65.0,53,15,12,6,10,10,1543,333,64,25,54,64,59,67,63
CAM,3,3,2,2,1,7,60,60,60,64,64,64,64,64,65,65,65,64,60,60,60,64,49,49,49,49,49,45,40,40,40,45,13,21,5.1,157.0,11000000,1000,260,54,54,36,61,55.0,333,73,60.0,60,65,75,336,68,68,65.0,58,77.0,283,64,37.0,54,68,60,250,52,28.0,60.0,62.0,48,61.0,82,25,27,30.0,36,8,6,7,8,7,1580,345,68,57,60,72,28,60,66
CB,3,2,2,2,1,34,60,60,60,61,60,60,60,61,61,61,61,62,63,63,63,62,68,69,69,69,68,69,72,72,72,69,18,22,6.1,152.0,42000000,18000,289,59,44,72,68,46.0,294,62,58.0,43,67,64,345,69,74,69.0,70,63.0,310,57,75.0,62,69,47,303,70,75.0,53.0,56.0,49,71.0,216,73,72,71.0,55,10,12,10,9,14,1812,387,72,48,62,64,73,68,72
LWB,3,3,0,2,1,75,61,61,61,68,66,66,66,68,68,68,68,70,70,70,70,70,75,72,72,72,75,73,70,70,70,73,19,23,5.1,150.0,75000000,20000,294,80,36,63,75,40.0,348,74,77.0,54,67,76,359,74,61,76.0,75,73.0,317,64,61.0,77,60,55,307,60,78.0,63.0,63.0,43,74.0,215,71,71,73.0,59,11,14,10,12,12,1899,396,67,47,71,75,72,64,75
CB,3,2,2,0,2,4,46,46,46,41,43,43,43,41,43,43,43,42,50,50,50,42,58,65,65,65,58,62,74,74,74,62,14,33,6.3,198.0,27000000,14000,173,11,20,72,50,20.0,212,46,23.0,39,54,50,284,55,55,53.0,67,54.0,322,61,80.0,55,89,37,250,74,77.0,19.0,34.0,46,76.0,230,78,78,74.0,34,6,5,5,11,7,1505,329,55,33,38,49,77,77,74
CAM,2,3,2,1,2,10,61,61,61,64,64,64,64,64,66,66,66,63,63,63,63,63,54,55,55,55,54,52,49,49,49,52,18,38,5.6,157.0,220000,3000,305,68,63,43,69,62.0,336,67,68.0,65,67,69,316,53,49,64.0,64,86.0,251,68,32.0,34,53,64,285,39,43.0,62.0,70.0,71,70.0,143,48,51,44.0,63,13,7,16,11,16,1699,343,51,65,68,68,47,44,66
GK,3,1,2,2,1,37,28,28,28,26,28,28,28,26,29,29,29,28,30,30,30,28,28,29,29,29,28,27,28,28,28,27,74,27,6.4,187.0,6000000,50000,87,17,11,17,27,15.0,102,16,16.0,17,35,18,231,45,38,55.0,66,27.0,242,53,63.0,42,68,16,142,24,17.0,11.0,48.0,42,32.0,59,22,17,20.0,373,79,74,70,73,77,1236,414,79,74,70,77,41,73,75
RB,3,3,0,2,1,9,67,67,67,69,68,68,68,69,68,68,68,70,69,69,69,70,70,69,69,69,70,69,67,67,67,69,18,30,5.11,172.0,19000000,3000,307,73,58,57,68,51.0,339,72,59.0,63,71,74,331,69,71,68.0,63,60.0,366,69,74.0,83,78,62,320,68,66.0,73.0,66.0,47,65.0,200,64,67,69.0,61,10,10,14,13,14,1924,412,70,61,68,71,65,77,71
ST,3,2,2,1,1,5,63,63,63,64,64,64,64,64,63,63,63,62,55,55,55,62,43,40,40,40,43,41,35,35,35,41,16,23,5.9,143.0,500000,5000,287,49,67,66,59,46.0,271,66,47.0,37,55,66,378,75,73,78.0,62,90.0,289,62,79.0,47,36,65,227,34,13.0,60.0,54.0,66,62.0,57,15,22,20.0,50,12,12,8,8,10,1559,323,74,64,54,68,22,41,63
CAM,2,3,0,2,1,11,61,61,61,62,63,63,63,62,64,64,64,63,63,63,63,63,59,60,60,60,59,58,58,58,58,58,16,26,6.0,157.0,450000,2000,276,49,52,55,66,54.0,308,66,62.0,52,61,67,328,66,69,64.0,63,66.0,318,59,72.0,65,67,55,303,69,52.0,62.0,64.0,56,63.0,154,42,59,53.0,55,12,9,13,12,9,1742,369,68,55,61,66,52,67,63
CDM,2,2,2,0,1,14,59,59,59,60,60,60,60,60,62,62,62,62,66,66,66,62,65,69,69,69,65,65,68,68,68,65,18,25,5.7,159.0,21000000,4000,272,55,40,68,74,35.0,285,59,38.0,52,69,67,322,65,52,68.0,67,70.0,366,61,71.0,84,83,67,301,81,60.0,53.0,57.0,50,56.0,196,62,69,65.0,58,14,14,11,9,10,1800,382,58,51,63,63,65,82,70
ST,4,3,2,1,1,23,63,63,63,64,64,64,64,64,62,62,62,62,53,53,53,62,48,43,43,43,48,46,39,39,39,46,17,20,6.0,159.0,825000,3000,279,53,68,44,53,61.0,281,69,54.0,45,48,65,361,83,88,58.0,68,64.0,255,71,42.0,34,56,52,235,41,25.0,54.0,55.0,60,53.0,85,25,30,30.0,53,11,10,11,10,11,1549,344,86,64,52,66,29,47,63
ST,4,3,0,2,1,15,68,68,68,64,65,65,65,64,62,62,62,62,54,54,54,62,46,42,42,42,46,43,40,40,40,43,16,23,6.0,176.0,13000000,4000,297,38,72,69,59,59.0,277,73,45.0,50,37,72,335,70,71,66.0,62,66.0,334,64,64.0,72,74,60,206,25,18.0,63.0,41.0,59,57.0,66,35,15,16.0,53,9,6,10,14,14,1568,345,71,66,47,71,27,63,68
CDM,3,3,2,0,3,1.9K,71,71,71,70,72,72,72,70,73,73,73,72,77,77,77,72,75,80,80,80,75,75,80,80,80,75,18,28,6.2,183.0,20000000,20000,329,58,57,76,83,55.0,340,75,54.0,53,80,78,323,63,68,57.0,75,60.0,377,74,62.0,84,89,68,363,82,81.0,71.0,72.0,57,84.0,234,83,83,68.0,58,9,7,13,14,15,2024,439,66,63,72,73,80,85,82
CB,3,2,2,2,1,4,50,50,50,54,51,51,51,54,53,53,53,56,56,56,56,56,63,63,63,63,63,64,65,65,65,64,13,23,5.11,161.0,750000,1000,234,50,28,58,66,32.0,257,55,46.0,43,56,57,345,71,74,71.0,59,70.0,270,34,74.0,65,71,26,249,59,67.0,48.0,43.0,32,47.0,196,65,67,64.0,37,12,5,6,8,6,1588,348,73,30,55,58,65,67,65
CM,3,2,2,2,1,5,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,55,56,56,56,55,55,56,56,56,55,13,20,5.7,157.0,100000,1000,236,45,49,52,62,28.0,234,49,40.0,34,56,55,312,68,60,70.0,52,62.0,283,54,65.0,54,60,50,263,60,55.0,48.0,50.0,50,46.0,166,57,52,57.0,42,7,9,7,5,14,1536,334,64,49,53,54,55,59,54
LB,3,3,0,2,1,35,54,54,54,57,55,55,55,57,54,54,54,59,54,54,54,59,65,62,62,62,65,65,65,65,65,65,14,21,6.4,172.0,11000000,6000,244,60,38,45,54,47.0,254,65,39.0,39,48,63,342,71,85,67.0,52,67.0,287,59,45.0,76,73,34,285,82,64.0,49.0,38.0,52,50.0,202,63,73,66.0,44,13,8,9,7,7,1658,375,79,43,50,64,65,74,67
CB,2,3,2,2,1,50,61,61,61,63,63,63,63,63,65,65,65,65,68,68,68,65,69,71,71,71,69,69,71,71,71,69,18,23,6.0,174.0,27000000,24000,302,65,46,69,77,45.0,282,66,35.0,35,75,71,321,64,62,66.0,66,63.0,315,69,67.0,61,69,49,301,69,73.0,53.0,64.0,42,62.0,215,72,72,71.0,61,15,7,15,9,15,1797,388,63,51,68,67,72,67,71
CB,2,2,1,0,1,8,42,42,42,36,39,39,39,36,40,40,40,40,49,49,49,40,55,63,63,63,55,58,70,70,70,58,16,29,6.3,198.0,15000000,15000,192,24,20,75,55,18.0,169,31,25.0,16,53,44,200,31,32,35.0,65,37.0,288,32,75.0,72,91,18,251,78,72.0,35.0,39.0,27,51.0,206,70,68,68.0,49,11,11,8,10,9,1355,287,32,23,42,37,70,83,70
CAM,4,4,2,1,1,1.5K,69,69,69,74,73,73,73,74,73,73,73,73,68,68,68,73,60,57,57,57,60,57,49,49,49,57,15,19,5.7,137.0,85000000,8000,315,63,73,39,71,69.0,371,79,81.0,67,67,77,417,88,85,91.0,59,94.0,329,75,56.0,69,56,73,313,59,43.0,69.0,69.0,73,77.0,123,35,45,43.0,47,12,8,9,8,10,1915,408,86,73,69,79,41,60,73
RB,3,2,1,0,1,6,50,50,50,52,50,50,50,52,50,50,50,55,54,54,54,55,70,67,67,67,70,72,71,71,71,72,17,33,5.11,161.0,11000000,18000,243,56,28,66,56,37.0,205,40,48.0,12,40,65,363,73,79,74.0,75,62.0,287,57,65.0,84,67,14,255,69,73.0,28.0,47.0,38,61.0,227,78,75,74.0,53,5,13,13,8,14,1633,358,76,32,49,54,75,72,71
RM,2,2,0,0,1,6,56,56,56,57,56,56,56,57,55,55,55,56,49,49,49,56,42,39,39,39,42,40,35,35,35,40,14,20,5.8,139.0,200000,2000,239,43,56,43,47,50.0,241,58,53.0,31,44,55,365,77,76,70.0,54,88.0,292,53,61.0,63,63,52,227,46,15.0,56.0,54.0,56,56.0,65,33,17,15.0,44,6,7,7,11,13,1473,321,76,54,47,60,24,60,56
CB,2,2,2,0,1,10,44,44,44,43,43,43,43,43,44,44,44,47,50,50,50,47,60,62,62,62,60,62,66,66,66,62,16,21,5.1,157.0,14000000,5000,209,39,22,61,57,30.0,209,33,28.0,35,58,55,309,61,60,59.0,63,66.0,295,46,81.0,72,72,24,224,62,68.0,28.0,29.0,37,60.0,201,69,64,68.0,56,12,12,14,10,8,1503,315,60,29,45,45,66,70,67
CB,3,2,0,2,1,4,56,56,56,54,54,54,54,54,53,53,53,54,55,55,55,54,57,60,60,60,57,58,64,64,64,58,15,32,6.5,198.0,300000,2000,257,52,49,66,54,36.0,224,54,21.0,36,55,58,273,55,52,59.0,59,48.0,301,57,66.0,53,77,48,290,75,60.0,53.0,47.0,55,58.0,188,63,64,61.0,50,11,8,13,6,12,1583,342,53,50,50,56,63,70,64
LB,2,3,0,2,1,5,46,46,46,54,51,51,51,54,52,52,52,56,52,52,52,56,61,55,55,55,61,61,54,54,54,61,14,22,5.5,132.0,450000,750,209,57,34,37,55,26.0,223,57,46.0,29,32,59,366,71,74,70.0,57,94.0,231,38,53.0,73,36,31,240,57,59.0,42.0,50.0,32,49.0,180,57,59,64.0,46,8,8,10,5,15,1495,324,73,34,49,61,57,50,63
ST,3,2,2,2,1,3,53,53,53,50,51,51,51,50,50,50,50,48,43,43,43,48,35,33,33,33,35,33,32,32,32,33,17,20,5.11,163.0,130000,950,222,25,53,53,48,43.0,190,44,37.0,30,27,52,322,65,63,70.0,53,71.0,284,48,72.0,52,64,48,212,36,15.0,52.0,49.0,60,43.0,39,12,17,10.0,63,13,14,11,12,13,1332,279,64,51,39,51,18,56,53
ST,3,2,0,0,2,19,75,75,75,68,72,72,72,68,68,68,68,66,61,61,61,66,49,49,49,49,49,47,49,49,49,47,14,30,6.1,198.0,65000000,18000,345,53,76,78,70,68.0,290,71,58.0,48,36,77,288,55,65,53.0,70,45.0,377,81,73.0,64,92,67,300,73,21.0,78.0,62.0,66,74.0,74,29,25,20.0,34,7,7,7,5,8,1708,373,61,74,58,70,30,80,75
CB,2,2,2,2,1,4,38,38,38,36,36,36,36,36,34,34,34,37,36,36,36,37,47,46,46,46,47,50,53,53,53,50,14,20,6.3,172.0,120000,600,167,28,25,56,30,28.0,144,30,21.0,27,21,45,270,54,62,46.0,43,65.0,235,33,69.0,59,58,16,203,48,57.0,29.0,33.0,36,42.0,163,50,58,55.0,53,7,9,14,12,11,1235,263,58,26,28,39,55,57,53
